frame_idx,pkt_counter,system_time_ms,system_time_s,status_raw,alarms_raw,flags,v_in_AB_V,v_in_BC_V,v_in_CA_V,v_bypass_A_V,v_bypass_B_V,v_bypass_C_V,i_in_A_A,i_in_B_A,i_in_C_A,freq_in_Hz,v_out_A_V,v_out_B_V,v_out_C_V,freq_out_Hz,i_out_A_A,i_out_B_A,i_out_C_A,p_active_A_kW,p_active_B_kW,p_active_C_kW,p_apparent_A_kVA,p_apparent_B_kVA,p_apparent_C_kVA,load_pct_A,load_pct_B,load_pct_C,event_count,bat_voltage_V,bat_capacity_Ah,bat_groups_count,dc_bus_voltage_V,bat_current_A,backup_time_min,crc32
267,0,425861,425.861,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,768.2,512.8,522.8,7912,1798.8,5228,13928,2050.2,1041.6,7752,0x3C233A00
268,0,426859,426.859,0,0,OK,4623.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,268.4,512.8,532.8,10316,2059.2,5128,21540,1799.8,1041.6,10316,0x8C91892C
269,0,427857,427.857,0,0,OK,4626.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,768.2,522.8,272.4,7912,2059.2,5128,16532,2050.2,1041.6,23236,0xD3E27A4C
270,0,428856,428.856,0,0,OK,4626.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,517.8,262.4,532.8,7712,2049.2,5128,16432,2050.2,1031.6,240,0x48C5C1D5
271,0,429854,429.854,0,0,OK,4623.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,527.8,532.8,532.8,7812,2059.2,5128,19136,1799.8,1282.0,7852,0x48FA0A24
272,0,430852,430.852,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,527.8,272.4,272.4,7912,1798.8,5228,14028,1799.8,1031.6,40,0xE2DD03DB
273,0,431850,431.850,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,791.2,1031.6,2171.2,4111.6,2406.6,2407.6,4111.6,2406.6,528.8,262.4,272.4,5308,1808.8,5228,16432,2060.2,1282.0,20732,0xF37FA657
274,0,432848,432.848,0,0,OK,4620.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,768.2,522.8,522.8,10316,1798.8,5128,16432,2060.2,1282.0,40,0xBAD01063
275,0,433845,433.845,0,0,OK,4626.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,1031.6,1031.6,4105.6,2406.6,2407.6,4111.6,2406.6,2407.6,518.8,262.4,272.4,7812,1558.4,2724,14028,1559.4,791.2,5248,0x104D7A5E
276,0,434844,434.844,0,0,OK,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,1031.6,1031.6,4105.6,2406.6,2407.6,4111.6,2406.6,2407.6,528.8,262.4,262.4,7812,2059.2,2624,14028,2050.2,1292.0,7912,0x7B2FE7D6
277,0,435842,435.842,0,0,OK,4622.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,1031.6,1031.6,4105.6,2406.6,2407.6,4111.6,2406.6,2407.6,528.8,262.4,272.4,10316,1798.8,5128,14028,2050.2,1041.6,7752,0xF9FA135F
278,0,436839,436.839,0,0,OK,4628.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,528.8,532.8,532.8,7912,2059.2,5328,19136,1809.8,1292.0,17928,0x0E07EAFF
279,0,437837,437.837,0,0,OK,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,528.8,272.4,532.8,7712,1798.8,2724,13928,1809.8,1041.6,18128,0x7F2A1147
280,0,438835,438.835,0,0,OK,4622.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,527.8,272.4,532.8,10316,2059.2,5228,11424,1799.8,1282.0,240,0xBB71D347
281,0,439833,439.833,0,0,OK,4623.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,517.8,522.8,272.4,7712,2059.2,2724,13928,2050.2,791.2,18028,0x64139F1C
282,0,440832,440.832,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,768.2,522.8,272.4,7812,1808.8,2724,14028,1809.8,1292.0,10256,0xC0A6DBD0
283,0,441830,441.830,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,268.4,522.8,512.8,10316,2049.2,5328,21540,1799.8,1041.6,7852,0xE7486CEC
284,0,442828,442.828,0,0,OK,4620.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,791.2,1031.6,2171.2,4111.6,2406.6,2407.6,4111.6,2406.6,528.8,262.4,512.8,7712,1798.8,2624,19036,1559.4,1031.6,2744,0x2596A657
285,0,443826,443.826,0,0,OK,4628.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,517.8,262.4,532.8,7912,1808.8,5128,14028,2050.2,1282.0,17928,0xA545E6ED
286,0,444824,444.824,0,0,OK,4622.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,791.2,1031.6,2171.2,4111.6,2406.6,2407.6,4111.6,2406.6,769.2,272.4,262.4,10316,2049.2,5228,16632,1799.8,1282.0,5348,0x66983BFB
287,0,445823,445.823,0,0,OK,4623.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,277.4,532.8,512.8,7712,2059.2,2724,21540,2060.2,1031.6,10256,0x5F3E5F11
288,0,446821,446.821,0,0,OK,4626.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,769.2,512.8,262.4,7712,1808.8,5328,13828,1799.8,1041.6,20732,0xD33BA1BD
289,0,447819,447.819,0,0,OK,4621.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,527.8,532.8,272.4,7912,1558.4,5128,11424,2060.2,791.2,10416,0xCC330B8D
290,0,448817,448.817,0,0,OK,4620.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,517.8,272.4,512.8,5308,2049.2,5128,13828,2060.2,1292.0,12860,0xFCC6FE89
291,0,449815,449.815,0,0,OK,4623.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,277.4,512.8,522.8,7812,2059.2,5328,13928,2060.2,791.2,7752,0xC88BE516
292,0,450813,450.813,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,768.2,532.8,272.4,7712,2049.2,5328,19136,2050.2,1031.6,20732,0x4FA2B8E1
293,0,451811,451.811,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,267.4,262.4,262.4,7912,1558.4,2624,19036,1799.8,1041.6,10456,0xA942D6D4
294,0,452809,452.809,0,0,OK,4626.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,277.4,272.4,522.8,5308,1798.8,5228,16532,2050.2,1282.0,2744,0x23872904
295,0,453808,453.808,0,0,OK,4622.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,791.2,1031.6,2171.2,4111.6,2406.6,2407.6,4111.6,2406.6,769.2,532.8,262.4,7812,2049.2,5128,14028,1809.8,1282.0,20732,0xE4ABB4BF
296,0,454806,454.806,0,0,OK,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,517.8,272.4,262.4,7912,1808.8,2624,16432,1809.8,791.2,5248,0xD572BDDF
297,0,455804,455.804,0,0,OK,4623.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,268.4,262.4,532.8,7712,2059.2,5328,16532,1799.8,1292.0,20532,0x8D015005
298,0,456802,456.802,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,1031.6,1031.6,4105.6,2406.6,2407.6,4111.6,2406.6,2407.6,268.4,512.8,262.4,7812,2059.2,5328,13828,2060.2,1041.6,18028,0x4D13C30D
299,0,457800,457.800,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,1031.6,1031.6,4105.6,2406.6,2407.6,4111.6,2406.6,2407.6,518.8,532.8,522.8,7912,1798.8,5328,13828,2050.2,1031.6,23136,0xB08B25B6
300,0,458798,458.798,0,0,OK,4628.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,517.8,262.4,262.4,7712,1808.8,5228,21540,2050.2,1282.0,40,0x7FD0D784
301,0,459797,459.797,0,0,OK,4622.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,278.4,262.4,512.8,7912,2049.2,2624,13828,1809.8,791.2,140,0x8D2169D1
302,0,460795,460.795,0,0,OK,4622.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,277.4,522.8,532.8,7912,1558.4,2624,16432,1799.8,1282.0,10456,0x1C22B6D5
303,0,461793,461.793,0,0,OK,4626.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,267.4,532.8,512.8,5308,1558.4,2724,13828,2060.2,1031.6,23136,0x8125A288
304,0,462791,462.791,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,769.2,262.4,532.8,10316,1808.8,5228,13828,2050.2,1041.6,10356,0xA0DC26B5
305,0,463790,463.790,0,0,OK,4626.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,528.8,272.4,522.8,5308,1558.4,5328,16432,1809.8,1041.6,2644,0xEFE5286B
306,0,464788,464.788,0,0,OK,4626.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,267.4,522.8,532.8,7912,1808.8,2724,11424,1809.8,1031.6,20632,0x4AFDDC8B
307,0,465786,465.786,0,0,OK,4621.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,267.4,262.4,262.4,7912,2049.2,2724,16532,1559.4,1282.0,10356,0xED76B29E
308,0,466785,466.785,0,0,OK,4628.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,768.2,262.4,512.8,7712,1808.8,5228,19036,1809.8,791.2,18028,0xAB302A90
309,0,467783,467.783,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,278.4,532.8,512.8,7912,2049.2,5328,16432,1559.4,791.2,12860,0xDD978F01
310,0,468781,468.781,0,0,OK,4628.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,267.4,532.8,512.8,5308,2059.2,2724,19136,1799.8,1292.0,20632,0xBCFB958F
311,0,469780,469.780,0,0,OK,4626.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,528.8,532.8,532.8,7812,1808.8,5328,21540,1809.8,791.2,15424,0xEC61285B
312,0,470778,470.778,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,267.4,272.4,512.8,10316,2059.2,5128,13828,2060.2,791.2,15524,0x4592943D
313,0,471776,471.776,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,267.4,262.4,262.4,7812,2059.2,5228,19136,2060.2,1031.6,12920,0x48E1747F
314,0,472775,472.775,0,0,OK,4626.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,527.8,262.4,512.8,7812,1798.8,2724,16532,1799.8,1282.0,20532,0xD55602DD
315,0,473773,473.773,0,0,OK,4622.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,268.4,272.4,522.8,5308,1558.4,5228,16432,1809.8,791.2,13020,0x4D9D200D
316,0,474772,474.772,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,1031.6,1031.6,4105.6,2406.6,2407.6,4111.6,2406.6,2407.6,278.4,512.8,512.8,7812,1808.8,5228,19136,1559.4,791.2,23236,0xF33FF242
317,0,475770,475.770,0,0,OK,4620.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,527.8,512.8,512.8,7712,2059.2,5228,21540,1559.4,1292.0,23236,0xB3028E06
318,0,476769,476.769,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,791.2,1031.6,2171.2,4111.6,2406.6,2407.6,4111.6,2406.6,268.4,512.8,272.4,7812,1808.8,5328,19036,1809.8,1292.0,5248,0xFB352C90
319,0,477767,477.767,0,0,OK,4628.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,769.2,512.8,272.4,5308,1798.8,5228,13928,2060.2,1041.6,18028,0x661CEB29
320,0,478765,478.765,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,768.2,512.8,272.4,7812,1808.8,2724,16432,1799.8,1041.6,240,0xCE760291
321,0,479763,479.763,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,267.4,532.8,512.8,5308,2059.2,5228,19136,1559.4,1292.0,10416,0x811F5336
322,0,480761,480.761,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,769.2,512.8,522.8,7812,2049.2,5128,16432,1559.4,1041.6,12820,0xFC9F0E9A
323,0,481760,481.760,0,0,OK,4620.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,769.2,522.8,272.4,5308,1798.8,5328,19036,2050.2,1282.0,10356,0xD789AF0A
324,0,482758,482.758,0,0,OK,4621.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,527.8,532.8,522.8,5308,1798.8,2624,13828,1799.8,1282.0,17928,0x50F8D6F2
325,0,483757,483.757,0,0,OK,4622.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,768.2,522.8,532.8,7912,1808.8,5328,21540,1809.8,1031.6,20532,0x5A59116A
326,0,484755,484.755,0,0,OK,4620.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,518.8,262.4,272.4,7712,1558.4,5128,14028,2060.2,1282.0,7752,0x3A3DB5EA
327,0,485754,485.754,0,0,OK,4620.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,518.8,532.8,532.8,7712,2059.2,2724,16432,1799.8,1282.0,20632,0x37291C66
328,0,486752,486.752,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,267.4,532.8,522.8,7712,1798.8,2724,16532,1559.4,1292.0,18128,0x56949226
329,0,487750,487.750,0,0,OK,4628.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,527.8,522.8,522.8,10316,1558.4,5328,14028,2060.2,1031.6,10416,0xF7834EAF
330,0,488748,488.748,0,0,OK,4628.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,517.8,522.8,272.4,7912,1808.8,5128,13828,1799.8,1292.0,20632,0xBCC74D43
331,0,489746,489.746,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,278.4,532.8,272.4,7912,2059.2,5228,21540,1559.4,791.2,10456,0x81FCA226
332,0,490745,490.745,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,518.8,522.8,272.4,7912,2059.2,5328,21540,1809.8,791.2,18028,0x232DA5E7
333,0,491743,491.743,0,0,OK,4628.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,527.8,512.8,512.8,5308,1558.4,2624,16632,2050.2,1282.0,15524,0xFAD3BDEC
334,0,492741,492.741,0,0,OK,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,528.8,272.4,522.8,7912,1798.8,2724,16432,1559.4,1282.0,10356,0x6D638E6D
335,0,493739,493.739,0,0,OK,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,527.8,512.8,512.8,7812,1808.8,5328,19036,2050.2,1282.0,5248,0x792C6CB3
336,0,494737,494.737,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,278.4,512.8,522.8,7712,1808.8,5128,19036,1799.8,1282.0,20532,0x7750FF70
337,0,495735,495.735,0,0,OK,4626.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,277.4,512.8,262.4,5308,1808.8,2624,13928,2050.2,791.2,10256,0xD94994AC
338,0,496733,496.733,0,0,OK,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,791.2,1031.6,2171.2,4111.6,2406.6,2407.6,4111.6,2406.6,268.4,522.8,522.8,10316,2059.2,2624,16632,1799.8,1292.0,5248,0xF654C922
339,0,497732,497.732,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,277.4,272.4,512.8,10316,2059.2,5228,16532,2060.2,1282.0,7752,0xBEAD8E54
340,0,498730,498.730,0,0,OK,4621.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,791.2,1031.6,2171.2,4111.6,2406.6,2407.6,4111.6,2406.6,769.2,512.8,522.8,7812,2049.2,5328,19136,1559.4,1292.0,13020,0x1DDB6DEC
341,0,499728,499.728,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,527.8,262.4,262.4,5308,1798.8,5228,19036,2050.2,1292.0,15424,0x6AD48945
342,0,500726,500.726,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,527.8,262.4,262.4,5308,2059.2,5228,16632,2050.2,1282.0,40,0xAB28E83D
343,0,501724,501.724,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,791.2,1031.6,2171.2,4111.6,2406.6,2407.6,4111.6,2406.6,769.2,512.8,262.4,5308,2059.2,5228,19136,1809.8,1031.6,140,0xB8DB8E9A
