frame_idx,pkt_counter,system_time_ms,system_time_s,status_raw,alarms_raw,flags,v_in_AB_V,v_in_BC_V,v_in_CA_V,v_bypass_A_V,v_bypass_B_V,v_bypass_C_V,i_in_A_A,i_in_B_A,i_in_C_A,freq_in_Hz,v_out_A_V,v_out_B_V,v_out_C_V,freq_out_Hz,i_out_A_A,i_out_B_A,i_out_C_A,p_active_A_kW,p_active_B_kW,p_active_C_kW,p_apparent_A_kVA,p_apparent_B_kVA,p_apparent_C_kVA,load_pct_A,load_pct_B,load_pct_C,event_count,bat_voltage_V,bat_capacity_Ah,bat_groups_count,dc_bus_voltage_V,bat_current_A,backup_time_min,crc32
429,0,587569,587.569,0,0,OK,4620.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,1031.6,1031.6,4105.6,2406.6,2407.6,4111.6,2406.6,2407.6,518.8,522.8,272.4,10316,2059.2,2724,16432,1799.8,791.2,7912,0x37B6157C
430,0,588567,588.567,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,791.2,1031.6,2171.2,4111.6,2406.6,2407.6,4111.6,2406.6,268.4,532.8,532.8,10316,1798.8,2624,14028,1559.4,791.2,23136,0x99A53C07
431,0,589566,589.566,0,0,OK,4626.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,527.8,532.8,272.4,7912,1798.8,5228,11424,1809.8,1292.0,7752,0x33CE92ED
432,0,590564,590.564,0,0,OK,4622.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,1031.6,1031.6,4105.6,2406.6,2407.6,4111.6,2406.6,2407.6,278.4,532.8,272.4,7912,1558.4,2724,13928,1559.4,1292.0,140,0x78D0BF54
433,0,591563,591.563,0,0,OK,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,528.8,522.8,262.4,7912,2049.2,2724,13928,1799.8,1282.0,40,0xA3F22A14
434,0,592561,592.561,0,0,OK,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,517.8,262.4,262.4,7812,1798.8,2624,19136,2060.2,1282.0,40,0xB42E559D
435,0,593560,593.560,0,0,OK,4628.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,518.8,272.4,532.8,5308,2049.2,2624,16632,2060.2,1282.0,10456,0x860E47E1
436,0,594558,594.558,0,0,OK,4620.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,527.8,272.4,512.8,7812,1558.4,2724,11424,1809.8,1031.6,17928,0x4C802BDF
437,0,595556,595.556,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,528.8,522.8,522.8,7912,1808.8,2624,16432,1559.4,1292.0,23136,0xCD8EDF3E
438,0,596555,596.555,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,517.8,512.8,272.4,5308,2059.2,2624,13928,2060.2,1282.0,7852,0x7C3D0540
439,0,597553,597.553,0,0,OK,4622.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,527.8,512.8,272.4,7912,2059.2,5128,16432,1559.4,791.2,20732,0x09A153DF
440,0,598551,598.551,0,0,OK,4621.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,791.2,1031.6,2171.2,4111.6,2406.6,2407.6,4111.6,2406.6,528.8,272.4,262.4,7912,1558.4,5128,14028,1809.8,1282.0,10416,0xB7CDA298
441,0,599549,599.549,0,0,OK,4620.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,517.8,532.8,522.8,7812,1798.8,2624,16432,2060.2,1031.6,20532,0xFDC86F32
442,0,600547,600.547,0,0,OK,4628.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,277.4,522.8,272.4,7812,1808.8,2724,13928,2050.2,1041.6,240,0xB60BCCFD
443,0,601545,601.545,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,768.2,512.8,522.8,10316,2059.2,2624,14028,2060.2,1031.6,7912,0xA1997146
444,0,602543,602.543,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,267.4,262.4,272.4,7912,1798.8,5128,14028,1559.4,791.2,15524,0xD6542C2D
445,0,603541,603.541,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,278.4,512.8,512.8,7712,2059.2,2724,16632,1799.8,1292.0,10416,0x74F0CF94
446,0,604539,604.539,0,0,OK,4623.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,1031.6,1031.6,4105.6,2406.6,2407.6,4111.6,2406.6,2407.6,528.8,512.8,272.4,10316,1798.8,5228,14028,2060.2,1282.0,10416,0xC8F6FC46
447,0,605538,605.538,0,0,OK,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,527.8,522.8,272.4,7712,1558.4,5228,21540,2060.2,1282.0,20532,0xE85EF4E2
448,0,606536,606.536,0,0,OK,4628.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,528.8,272.4,522.8,7812,1558.4,2624,11424,2060.2,1292.0,12860,0x0D2D1B1D
449,0,607534,607.534,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,528.8,512.8,272.4,7812,1798.8,2724,11424,1799.8,1282.0,7752,0xB0303570
450,0,608533,608.533,0,0,OK,4628.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,518.8,522.8,522.8,7712,1558.4,5228,14028,2050.2,1292.0,15524,0xCC08391D
451,0,609531,609.531,0,0,OK,4620.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,517.8,512.8,512.8,7812,2049.2,5128,16532,1799.8,1041.6,7852,0x5155B5AA
452,0,610530,610.530,0,0,OK,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,267.4,272.4,512.8,7712,1558.4,2724,21540,2060.2,1031.6,5248,0xE0B7F691
453,0,611528,611.528,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,277.4,512.8,532.8,10316,2059.2,2624,11424,1559.4,1282.0,12920,0x819C7057
454,0,612526,612.526,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,791.2,1031.6,2171.2,4111.6,2406.6,2407.6,4111.6,2406.6,518.8,512.8,272.4,10316,2049.2,5228,19036,2050.2,1282.0,20732,0x98522735
455,0,613525,613.525,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,528.8,262.4,532.8,5308,1558.4,2624,19136,1559.4,1292.0,40,0x2AE81F61
456,0,614523,614.523,0,0,OK,4623.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,768.2,522.8,262.4,7912,1798.8,2724,16632,1809.8,1041.6,10416,0x8C18D9D7
457,0,615522,615.522,0,0,OK,4620.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,1031.6,1031.6,4105.6,2406.6,2407.6,4111.6,2406.6,2407.6,278.4,522.8,262.4,7712,2059.2,2624,16432,1799.8,1282.0,10356,0x3103BD83
458,0,616520,616.520,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,1031.6,1031.6,4105.6,2406.6,2407.6,4111.6,2406.6,2407.6,268.4,512.8,262.4,10316,1808.8,5328,16532,2060.2,1292.0,23136,0x25D957DF
459,0,617518,617.518,0,0,OK,4621.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,267.4,532.8,522.8,5308,1558.4,5328,16532,1809.8,1292.0,18128,0x201AB998
460,0,618517,618.517,0,0,OK,4626.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,517.8,512.8,262.4,7712,1808.8,2724,16532,2060.2,1031.6,23136,0x98A93DFF
461,0,619515,619.515,0,0,OK,4622.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,768.2,532.8,262.4,7712,1558.4,5128,16432,2050.2,1282.0,10316,0x417A31A4
462,0,620513,620.513,0,0,OK,4622.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,517.8,522.8,512.8,10316,1558.4,2624,19136,2050.2,1282.0,7752,0x188F3B80
463,0,621512,621.512,0,0,OK,4623.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,277.4,512.8,512.8,7712,1808.8,5328,16432,2060.2,1041.6,17928,0x03ADC163
464,0,622510,622.510,0,0,OK,4621.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,768.2,512.8,262.4,7812,1808.8,5328,13928,1809.8,791.2,10356,0xAA28C358
465,0,623508,623.508,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,768.2,272.4,512.8,7812,1558.4,5128,19136,1809.8,791.2,5248,0x0CB40187
466,0,624507,624.507,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,517.8,532.8,512.8,7912,1558.4,5128,19136,1799.8,1031.6,12820,0x82A5B145
467,0,625505,625.505,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,769.2,522.8,512.8,7812,1798.8,2724,16532,1809.8,1292.0,2644,0x82BE75A0
468,0,626504,626.504,0,0,OK,4628.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,278.4,512.8,512.8,7812,1798.8,5328,16632,1559.4,1041.6,15424,0x1063EB10
469,0,627502,627.502,0,0,OK,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,268.4,512.8,532.8,5308,2049.2,5128,21540,2050.2,1292.0,5248,0x29A4A01D
470,0,628501,628.501,0,0,OK,4626.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,277.4,522.8,532.8,7912,2049.2,5228,16632,2060.2,1031.6,7852,0x4B116EC4
471,0,629499,629.499,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,768.2,522.8,532.8,10316,1798.8,5128,11424,1559.4,1031.6,23236,0x441ED39C
472,0,630498,630.498,0,0,OK,4628.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,267.4,522.8,522.8,10316,2059.2,5228,19136,1799.8,1292.0,15524,0xED51715D
473,0,631496,631.496,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,518.8,522.8,532.8,7912,1798.8,5228,13828,2060.2,1031.6,23136,0x583DA56D
474,0,632495,632.495,0,0,OK,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,278.4,532.8,522.8,7712,2049.2,2624,16532,1559.4,1292.0,10316,0xC8488F4E
475,0,633493,633.493,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,527.8,262.4,262.4,7812,1808.8,5328,13828,1799.8,1292.0,10256,0xA0C999AB
476,0,634491,634.491,0,0,OK,4623.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,791.2,1031.6,2171.2,4111.6,2406.6,2407.6,4111.6,2406.6,769.2,532.8,272.4,10316,1798.8,2724,19136,1809.8,791.2,10356,0xA2DF6E15
477,0,635489,635.489,0,0,OK,4620.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,768.2,262.4,522.8,10316,1798.8,2624,14028,1809.8,1292.0,23236,0x362D5D72
478,0,636488,636.488,0,0,OK,4626.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,517.8,262.4,512.8,10316,1798.8,5228,19136,1809.8,1031.6,12860,0xA9E71B4C
479,0,637486,637.486,0,0,OK,4620.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,517.8,522.8,512.8,7912,1558.4,2624,13828,1559.4,1292.0,15424,0x40FB12DC
480,0,638484,638.484,0,0,OK,4622.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,268.4,522.8,532.8,7712,2049.2,2724,16632,2050.2,1031.6,20732,0xD9DE71AF
481,0,639483,639.483,0,0,OK,4628.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,528.8,512.8,522.8,10316,1558.4,2624,13928,2050.2,1282.0,15524,0xEE27C837
482,0,640481,640.481,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,527.8,522.8,262.4,7712,2059.2,5128,11424,1799.8,1282.0,15524,0xF3C64B92
483,0,641480,641.480,0,0,OK,4626.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,791.2,1031.6,2171.2,4111.6,2406.6,2407.6,4111.6,2406.6,769.2,512.8,532.8,10316,1808.8,5328,16532,1799.8,1292.0,12820,0xB995740D
484,0,642478,642.478,0,0,OK,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,768.2,262.4,532.8,10316,2059.2,5328,13928,1799.8,1292.0,15524,0xC2F607AF
485,0,643476,643.476,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,267.4,512.8,512.8,7812,1558.4,5228,13928,1799.8,1041.6,7752,0xF560707C
486,0,644475,644.475,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,791.2,1031.6,2171.2,4111.6,2406.6,2407.6,4111.6,2406.6,528.8,262.4,262.4,7912,1558.4,2724,21540,2050.2,1031.6,2644,0x45FDE86A
487,0,645473,645.473,0,0,OK,4621.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,791.2,1031.6,2171.2,4111.6,2406.6,2407.6,4111.6,2406.6,278.4,272.4,262.4,10316,1808.8,5328,19036,1809.8,1031.6,2744,0x082B131E
488,0,646472,646.472,0,0,OK,4620.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,1031.6,1031.6,4105.6,2406.6,2407.6,4111.6,2406.6,2407.6,518.8,522.8,512.8,5308,2049.2,5228,16432,2050.2,1031.6,140,0xE60D7CA7
489,0,647471,647.471,0,0,OK,4628.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,518.8,272.4,522.8,7712,1798.8,2724,13928,1559.4,1292.0,20532,0x0BFEAA8C
490,0,648469,648.469,0,0,OK,4622.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,527.8,532.8,512.8,7712,1808.8,2724,14028,2060.2,1031.6,5348,0x9D307AD1
491,0,649468,649.468,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,518.8,262.4,512.8,7912,1558.4,5228,11424,1799.8,1282.0,17928,0x5074000F
492,0,650466,650.466,0,0,OK,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,517.8,272.4,272.4,7712,1798.8,5128,13928,1559.4,1282.0,2644,0xC65E368C
493,0,651465,651.465,0,0,OK,4622.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,1031.6,1031.6,2171.2,2407.6,2407.6,2407.6,2407.6,2407.6,769.2,522.8,272.4,7812,2049.2,5328,16432,1559.4,1031.6,18028,0xC89C3404
494,0,652464,652.464,0,0,OK,4623.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,277.4,532.8,272.4,10316,1808.8,5328,11424,2060.2,1031.6,2644,0x1D51BABF
495,0,653462,653.462,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,268.4,512.8,262.4,10316,1558.4,5128,13928,2050.2,1041.6,40,0xB3B58FE4
496,0,654461,654.461,0,0,OK,4628.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,1031.6,1031.6,4105.6,2406.6,2407.6,4111.6,2406.6,2407.6,518.8,532.8,262.4,7712,2049.2,2624,19036,1559.4,1031.6,12820,0xF5572A5C
497,0,655460,655.460,0,0,OK,4621.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,267.4,512.8,512.8,7812,2059.2,2624,16532,2060.2,1031.6,240,0x916154AC
498,0,656459,656.459,0,0,OK,4626.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,231.76,791.2,1031.6,791.2,4105.6,2406.6,4111.6,4110.6,2406.6,4111.6,527.8,522.8,522.8,7812,1798.8,5228,13928,2050.2,1031.6,18028,0xA7964FD0
499,0,657458,657.458,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,1031.6,1031.6,4105.6,2406.6,2407.6,4111.6,2406.6,2407.6,528.8,522.8,532.8,10316,1558.4,5228,16632,1799.8,1031.6,140,0x61EFF1C2
500,0,658456,658.456,0,0,OK,4625.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,1031.6,791.2,2171.2,2407.6,4111.6,2406.6,2407.6,4111.6,768.2,512.8,262.4,7712,1798.8,5128,16632,1809.8,1031.6,7852,0xFFFD6C5C
501,0,659455,659.455,0,0,OK,4621.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,791.2,1031.6,1031.6,4105.6,2406.6,2407.6,4111.6,2406.6,2407.6,528.8,512.8,272.4,7912,2049.2,5128,11424,2060.2,1041.6,15424,0xCAC39631
502,0,660454,660.454,0,0,OK,4621.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,1031.6,4105.6,4110.6,2406.6,4111.6,4110.6,2406.6,278.4,272.4,262.4,7912,2049.2,5328,13928,2060.2,791.2,2644,0x25352EA0
503,0,661452,661.452,0,0,OK,4627.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,768.2,272.4,522.8,10316,2059.2,5228,16632,1809.8,1282.0,20632,0x936C5E54
504,0,662451,662.451,0,0,OK,4628.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,232.76,791.2,791.2,791.2,4105.6,4110.6,4110.6,4110.6,4110.6,4110.6,768.2,512.8,272.4,10316,1558.4,2724,13828,2050.2,1282.0,2744,0x5E513BA9
505,0,663449,663.449,0,0,OK,4624.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,4619.2,0.00,4619.2,4619.2,4619.2,0.80,1031.6,791.2,791.2,2171.2,4111.6,4110.6,2406.6,4111.6,4110.6,517.8,512.8,272.4,7912,2049.2,5328,21540,2050.2,791.2,10316,0xF657D126
